step	loss exist
0	0.0006230213912203908
1	0.0006200806819833815
2	0.000615868775639683
3	0.0006257941131480038
4	0.0006228165584616363
5	0.0006237765192054212
6	0.000627528119366616
7	0.0006202700897119939
8	0.0006227591075003147
9	0.0006210396531969309
10	0.0006272359169088304
11	0.0006236247136257589
12	0.0006063961191102862
13	0.0006076483987271786
14	0.0006181062781251967
15	0.0006188174011185765
16	0.0006089776870794594
17	0.0006042859749868512
18	0.0006079311715438962
19	0.0006140158511698246
20	0.0006167495157569647
21	0.0005787629052065313
22	0.00060751021374017
23	0.0005858421791344881
24	0.0005807209527119994
25	0.0005628641229122877
26	0.0005537575925700366
27	0.0005707074888050556
28	0.000561423774342984
29	0.0005409841542132199
30	0.0005630197701975703
31	0.0005283955833874643
32	0.0005584826576523483
33	0.0005583372549153864
34	0.0005496505764313042
35	0.0005683299386873841
36	0.0005874394555576146
37	0.000504654657561332
38	0.0005746401729993522
39	0.0005390482256188989
40	0.0004841468180529773
41	0.0004960017395205796
42	0.0005227057845331728
43	0.0005096935201436281
44	0.0005610427469946444
45	0.0007055500173009932
46	0.0004243706935085356
47	0.0005655704881064594
48	0.00043981499038636684
49	0.0005007077124901116
50	0.0006362043204717338
51	0.0004981518140994012
52	0.0006434603128582239
53	0.00040861390880309045
54	0.0004659406840801239
55	0.0005476023070514202
56	0.0008094536024145782
57	0.00047463143710047007
58	0.0004443404031917453
59	0.0005676270229741931
60	0.0004676679673139006
61	0.0005032915505580604
62	0.00039509168709628284
63	0.0004952692543156445
64	0.0005196585552766919
65	0.000686370360199362
66	0.0003586246457416564
67	0.0003800982376560569
68	0.0004810436221305281
69	0.0006532156257890165
70	0.00046379657578654587
71	0.00035778453457169235
72	0.00039174873381853104
73	0.00048123064334504306
74	0.0005842598620802164
75	0.00045796341146342456
76	0.00047269530477933586
77	0.0003791957860812545
78	0.0005765685928054154
79	0.0004788519290741533
80	0.0004894122248515487
81	0.0006320186075754464
82	0.0005986918113194406
83	0.0007253038929775357
84	0.0004541277594398707
85	0.000676910683978349
86	0.000594487355556339
87	0.0005912802298553288
88	0.0006206572870723903
89	0.0003836925607174635
90	0.0005930347833782434
91	0.00048301549395546317
92	0.00037939066532999277
93	0.00048050659825094044
94	0.0006728216540068388
95	0.00047015491873025894
96	0.0004880735359620303
97	0.0003885451005771756
98	0.0003837765543721616
99	0.00038063962711021304
100	0.000569875817745924
101	0.0004078688216395676
102	0.0004654326767195016
103	0.0004662562860175967
104	0.0003577138704713434
105	0.00047399738105013967
106	0.0004478196788113564
107	0.00047909258864820004
108	0.000527109659742564
109	0.0005533556104637682
110	0.0006907241768203676
111	0.0004893484874628484
112	0.00035783034400083125
113	0.0003122150374110788
114	0.00036476217792369425
115	0.00031113866134546697
116	0.0003507983929011971
117	0.0003620817151386291
118	0.0003237572964280844
119	0.0005230621318332851
120	0.000687144638504833
121	0.00030005129519850016
122	0.00034861318999901414
123	0.00047363247722387314
124	0.0003675200277939439
125	0.0006089776870794594
126	0.0007925148820504546
127	0.0006505096680484712
128	0.00034082436468452215
129	0.0007452634163200855
130	0.000343345629516989
131	0.0004829266690649092
132	0.0004915005411021411
133	0.0004795311251655221
134	0.0003631587605923414
135	0.0004797216970473528
136	0.00035931426100432873
137	0.000595390098169446
138	0.00035144470166414976
139	0.0004907062975689769
140	0.0005875146598555148
141	0.0004657076788134873
142	0.0005898064700886607
143	0.0004994028131477535
144	0.0003317852970212698
145	0.00045726282405667007
146	0.00048327489639632404
147	0.00048144999891519547
148	0.0005903622950427234
149	0.0003840346762444824
150	0.00033143663313239813
151	0.0005612337263301015
152	0.0007154501508921385
153	0.0007760109147056937
154	0.0005059034447185695
155	0.0004523655807133764
156	0.000502074311953038
157	0.0005727031384594738
158	0.0003757736412808299
159	0.0008474790956825018
160	0.0004123474354855716
161	0.0004685306048486382
162	0.0006847514887340367
163	0.00037445867201313376
164	0.0006601791246794164
165	0.00040219654329121113
166	0.0004033658478874713
167	0.0004114629700779915
168	0.00039794022450223565
169	0.0006550655816681683
170	0.0005657811416313052
171	0.00047569198068231344
172	0.00046535750152543187
173	0.00037310319021344185
174	0.00037473818520084023
175	0.000571489566937089
176	0.0003683699178509414
177	0.000356061733327806
178	0.00038365929503925145
179	0.00047561959945596755
180	0.0003892762179020792
181	0.0006268071010708809
182	0.00044880181667394936
183	0.00030242936918511987
184	0.0005038928939029574
185	0.0003000667493324727
186	0.0005974798696115613
187	0.0005234261625446379
188	0.0004940905491821468
189	0.0003036920097656548
190	0.0003515027347020805
191	0.0004288670315872878
192	0.0005227249348536134
193	0.0004572085163090378
194	0.00030102525488473475
195	0.0004924566019326448
196	0.000698433315847069
197	0.0004895959864370525
198	0.0007881099591031671
199	0.00045718083856627345
200	0.0006227866979315877
201	0.00047618435928598046
202	0.0003549446992110461
203	0.00047023710794746876
204	0.00046850572107359767
205	0.0005799016216769814
206	0.0005911760381422937
207	0.000575161655433476
208	0.0004937358316965401
209	0.000476687157060951
210	0.0003837211988866329
211	0.0004712158697657287
212	0.00047959625953808427
213	0.0003827593754976988
214	0.0004738558200187981
215	0.0004717263509519398
216	0.0003605174133554101
217	0.0005920794210396707
218	0.0004980146768502891
219	0.0004991631140001118
220	0.0004951892769895494
221	0.0004118235665373504
222	0.00032332344562746584
223	0.0006048794602975249
224	0.0003433247038628906
225	0.0003509370144456625
226	0.0002835369959939271
227	0.0002759272465482354
228	0.0004929436836391687
229	0.00027807411970570683
230	0.0004264023154973984
231	0.000860772212035954
232	0.00046953497803770006
233	0.00027340889209881425
234	0.00046914644190110266
235	0.0005050020990893245
236	0.00032002717489376664
237	0.0006439814460463822
238	0.00044406496454030275
239	0.00047448769328184426
240	0.0006473937537521124
241	0.00030062368023209274
242	0.0003087011573370546
243	0.00046052664401941
244	0.0003410488134250045
245	0.00045825965935364366
246	0.0007462951471097767
247	0.0003112784761469811
248	0.0004433064314071089
249	0.0003248730208724737
250	0.00035489475703798234
251	0.0003020298318006098
252	0.0006189570995047688
253	0.0004658467951230705
254	0.00033585703931748867
255	0.00046122848289087415
256	0.00032588050817139447
257	0.0003191503055859357
258	0.0005112363724038005
259	0.00033927473123185337
260	0.00046466177445836365
261	0.00043342061690054834
262	0.00046483363257721066
263	0.00034680546377785504
264	0.0006392504437826574
265	0.00028878921875730157
266	0.0006161846686154604
267	0.0006688516004942358
268	0.00034762726863846183
269	0.0004631998890545219
270	0.0003151124983560294
271	0.0004648543254006654
272	0.00044460364733822644
273	0.00029610167257487774
274	0.0007294328534044325
275	0.0004645788867492229
276	0.000610001792665571
